,mal_id,titles,Tag
2393,710,Rec,"['7.28', 'Comedy', 'Romance', 'AdultCast', 'Showbiz', 'after', 'being', 'stood', 'up', 'for', 'a', 'movie', 'date,', 'marketing', 'employee', 'fumihiko', 'matsumaru', 'is', 'about', 'to', 'throw', 'away', 'his', 'tickets', 'when', 'he', 'is', 'stopped', 'by', 'a', 'girl', 'who', 'implores', 'him', 'to', 'let', 'her', 'accompany', 'him', 'instead.', 'thanks', 'to', 'his', 'upbeat', 'and', 'eccentric', 'companion', 'aka', 'onda,', 'an', 'aspiring', 'voice', 'actress,', 'fumihiko', 'enjoys', 'his', 'evening.', 'while', 'walking', 'home', 'together,', 'they', 'find', 'out', 'that', 'they', 'live', 'in', 'the', 'same', 'neighborhood.', 'mere', 'hours', 'later,', 'fumihiko', 'wakes', 'up', 'from', 'a', 'nightmare', 'and', 'hears', 'sirens', 'outside', 'his', 'window.', 'going', 'outside', 'to', 'check', 'the', 'situation,', 'he', 'sees', 'that', ""aka's"", 'apartment', 'has', 'burned', 'down,', 'along', 'with', 'all', 'her', 'possessions.', 'fumihiko', 'invites', 'the', 'distressed', 'aka', 'to', 'stay', 'at', 'his', 'place,', 'leading', 'to', 'them', 'sleeping', 'together.', 'in', 'the', 'aftermath', 'of', 'that', 'fateful', 'night,', 'their', 'personal', 'and', 'professional', 'lives', 'become', 'inextricably', 'intertwined.', 'not', 'only', 'do', 'they', 'begin', 'living', 'together', 'platonically', 'despite', 'their', 'one-night', 'stand,', 'they', 'also', 'discover', 'that', 'aka', 'will', 'be', 'voicing', 'the', 'mascot', 'fumihiko', 'designed', 'for', 'his', ""company's"", 'newest', 'product.', 'while', 'trying', 'to', 'keep', 'their', 'live-in', 'relationship', 'under', 'wraps', 'for', 'fear', 'of', 'scrutiny,', 'the', 'two', 'begin', 'to', 'support', 'each', 'other', 'throughout', 'the', 'difficulties', 'in', 'their', 'respective', 'careers.', '[written', 'by', 'mal', 'rewrite]']"
2394,587,Hanbun no Tsuki ga Noboru Sora,"['7.47', 'Drama', 'Romance', 'after', 'contracting', 'hepatitis', 'a,', 'ezaki', 'yuuichi', 'has', 'been', 'confined', 'to', 'a', 'hospital,', 'away', 'from', 'his', 'friends', 'and', 'family,', 'much', 'to', 'his', 'displeasure.', 'to', 'relieve', 'his', 'boredom,', 'he', 'has', 'taken', 'to', 'sneaking', 'out', 'of', 'the', 'hospital,', 'usually', 'putting', 'himself', 'on', 'the', 'receiving', 'end', 'of', 'a', 'beating', 'from', 'his', 'nurse.', 'upon', 'meeting', 'a', 'girl', 'his', 'age', 'also', 'staying', 'in', 'the', 'hospital,', 'he', 'is', 'immediately', 'captivated', 'by', 'her', 'beauty.', 'akiba', ""rika's"", 'personality', 'is', 'not', 'quite', 'as', 'captivating', 'as', 'her', 'beauty', 'however.', 'in', 'fact,', 'she', 'is', 'rather', 'selfish,', 'moody,', 'and', 'bossy.', 'but', 'as', 'the', 'two', 'spend', 'more', 'time', 'with', 'each', 'other,', 'they', 'become', 'closer,', 'sharing', 'the', 'ordinary', 'joys', 'and', 'trials', 'of', 'a', 'budding', 'teenage', 'romance,', 'even', 'when', 'darkened', 'with', 'impending', 'tragedy—for', ""rika's"", 'condition', 'does', 'not', 'leave', 'her', 'much', 'longer', 'to', 'live.', '[written', 'by', 'mal', 'rewrite]']"
2395,586,Ayakashi: Japanese Classic Horror,"['7.39', 'Horror', 'Mystery', 'Supernatural', 'AdultCast', 'Historical', 'Psychological', 'a', 'collection', 'of', 'three', 'classic', 'japanese', 'horror', 'stories:', '""yotsuya', 'kaidan"",', 'the', 'story', 'of', 'a', 'wife', 'betrayed', 'by', 'her', 'husband', 'who', 'seeks', 'vengeance', 'even', 'in', 'death.', '""tenshu', 'monogatari"",', 'the', 'story', 'of', 'forbidden', 'love', 'between', 'a', 'goddess', 'and', 'a', 'human,', 'and', '""bakeneko"",', 'the', 'story', 'of', 'a', 'mysterious', 'cat', 'monster', 'with', 'a', 'vendetta', 'against', 'a', 'certain', 'family.']"
2396,465,One Piece Movie 07: Karakuri-jou no Mecha Kyohei,"['7.19', 'Action', 'Adventure', 'Fantasy', 'the', 'straw', 'hat', 'crew', 'salvages', 'a', 'treasure', 'chest', 'from', 'a', 'sinking', 'wreck,', 'inside', 'which', 'they', 'find', 'an', 'old', 'lady.', 'to', 'get', 'the', 'pirates', 'to', 'take', 'her', 'home,', 'she', 'promises', 'them', 'the', 'treasure', 'of', 'a', 'golden', 'crown', 'on', 'her', 'island:', 'mecha', 'island.', 'upon', 'arrival,', 'the', 'crew', 'is', 'attacked', 'by', 'the', 'lord', 'of', 'the', 'island', 'but', 'he', 'has', 'a', 'change', 'of', 'heart', 'and', 'decides', 'to', 'seek', 'their', 'help', 'to', 'solve', 'the', 'mystery', 'of', 'the', 'golden', 'crown.', '(source:', 'ann,', 'edited)']"
2397,1140,Giniro no Kami no Agito,"['7.06', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'three', 'hundred', 'years', 'ago,', 'a', 'genetic', 'experiment', 'gone', 'wrong', 'caused', 'the', 'mutation', 'of', 'all', 'forests', 'on', 'earth.', 'armed', 'with', 'consciousness,', 'the', 'vegetation', 'sought', 'to', 'destroy', 'all', 'of', 'humankind,', 'and', 'the', 'war', 'that', 'ensued', 'turned', 'the', 'planet', 'into', 'a', 'hellish', 'dystopia.', 'in', 'the', 'present', 'day,', 'agito,', 'a', 'young', 'boy,', 'lives', 'with', 'his', 'father', 'in', 'neutral', 'city—a', 'village', 'maintaining', 'an', 'uneasy', 'truce', 'with', 'the', 'neighboring', 'forest.', 'one', 'day,', 'agito,', 'on', 'his', 'way', 'to', 'collect', 'water,', 'becomes', 'separated', 'from', 'his', 'friend', 'and', 'stumbles', 'upon', 'a', 'relic', 'of', 'the', 'past:', 'a', 'girl', 'sleeping', 'in', 'a', 'mysterious', 'machine.', 'agito', 'awakens', 'the', 'girl,', 'toola', 'cm', 'sacl,', 'and', 'introduces', 'her', 'to', 'the', 'village.', 'but', 'outside', 'forces', 'have', 'ulterior', 'motives', 'for', 'the', 'girl,', 'who', 'holds', 'the', 'key', 'to', 'restore', 'the', 'earth.', 'misguided', 'by', 'shunack,', 'a', 'soldier', 'from', 'the', 'old', 'world', 'hellbent', 'on', 'destroying', 'the', 'forest,', 'toola', 'follows', 'him', 'despite', ""agito's"", 'warning.', 'determined', 'to', 'save', 'toola', 'and', 'unify', 'humankind', 'with', 'the', 'forest,', 'agito', 'borrows', 'the', 'power', 'of', 'the', 'forest', 'and', 'pursues', 'her.', '[written', 'by', 'mal', 'rewrite]']"
2398,558,Major S2,"['8.19', 'Sports', 'TeamSports', 'gorou', 'honda', 'has', 'finally', 'returned', 'to', 'mifune', 'east', 'junior', 'high', 'school,', 'surprising', 'his', 'friends', 'upon', 'arrival.', 'now,', 'gorou', 'is', 'once', 'again', 'surrounded', 'by', 'those', 'he', 'holds', 'closest,', 'and', 'he', 'strives', 'to', 'continue', 'playing', 'and', 'enjoying', 'the', 'game', 'he', 'loves', 'most.', 'however,', 'things', 'do', 'not', 'go', 'as', 'planned,', 'as', 'gorou', 'is', 'reminded', 'of', 'the', 'harsh', 'realities', 'of', 'baseball', 'as', 'he', 'copes', 'with', 'an', 'injury', 'he', 'sustained', 'while', 'playing', 'baseball', 'at', 'hitaka', 'little.', 'between', 'new', 'rivals,', 'old', 'friends,', 'and', 'mending', 'broken', 'relationships,', 'gorou', 'must', 'overcome', 'challenges', 'he', 'has', 'never', 'faced', 'before.', 'his', 'goal', 'of', 'attending', 'elite', 'baseball', 'high', 'school', 'kaido', 'may', 'not', 'be', 'far', 'from', 'his', 'reach,', 'but', 'complicated', 'circumstances', 'may', 'stop', 'him', 'in', 'his', 'tracks', 'once', 'again.', 'how', 'will', 'he', 'deal', 'with', 'the', 'immense', 'pressures', 'of', 'the', 'game?', 'and', 'will', 'he', 'ever', 'be', 'able', 'to', 'find', 'the', 'type', 'of', 'baseball', 'he', 'loves', 'most?', '[written', 'by', 'mal', 'rewrite]']"
2399,908,Fullmetal Alchemist: Premium Collection,"['7.3', 'Comedy', 'Fantasy', '1.', 'state', 'alchemists', 'vs', 'seven', 'homunculi', 'a', '10', 'minute', 'film', 'featuring:', 'ed,', 'al,', 'mustang', 'and', 'many', 'other', 'members', 'of', 'the', 'state', 'doing', 'battle', 'with', 'the', 'deadly', 'homonculi', 'in', 'an', 'alternate', 'reality', 'amestris.', '2.', 'chibi', 'party', '(enkai-hen)', 'short', '6', 'minute', 'skit', 'drawn', 'in', 'super', 'deformed', 'style', 'where', 'every', 'character', 'in', 'the', 'series', '(including', 'bad', 'guys)', 'are', 'celebrating', 'an', '""after', 'party""', 'of', 'the', 'conqueror', 'of', 'shambala', 'movie.', '3.', 'kids', '(kodomo-hen)', 'short', '3', 'minute', 'story', 'which', 'features', 'edward', 'and', 'his', 'grandkids', 'in', 'present', 'day', '2005.', '(source:', 'ann)']"
2400,886,Amaenaide yo!! Katsu!!,"['6.66', 'Comedy', 'Romance', 'Supernatural', 'Ecchi', 'Harem', 'in', 'this', 'sequel,', 'a', 'girl', 'named', 'kazusano', 'kazuki', 'joins', 'up', 'with', 'the', '6', 'girls', 'and', 'ikko.', 'with', 'kazuki', 'around,', 'ikko', 'will', 'find', 'himself', 'in', 'more', 'embarrassing', 'situations', 'with', 'these', 'priestesses-in-training.', '(source:', 'ann)']"
2401,667,Kashimashi: Girl Meets Girl,"['6.66', 'Comedy', 'Drama', 'GirlsLove', 'LovePolygon', 'MagicalSexShift', 'School', 'hazumu', 'was', 'a', 'shy', 'boy', 'who', 'enjoyed', 'gardening,', 'collecting', 'herbs,', 'and', 'long', 'walks', 'in', 'the', 'mountains.', 'one', 'day', 'he', 'finally', 'worked', 'up', 'the', 'courage', 'to', 'confess', 'his', 'love', 'to', 'yasuna,', 'but', 'she', 'rejected', 'him.', 'depressed,', 'he', 'wandered', 'up', 'mt.', 'kashimayama,', 'the', 'place', 'where', 'they', 'first', 'met,', 'to', 'reconsider', 'his', 'feelings.', 'after', 'getting', 'lost,', 'he', 'wished', 'upon', 'a', 'shooting', 'star', 'and', 'received', 'a', 'bizarre', 'twist', 'of', 'fate.', 'now', 'he', 'is', 'a', 'she,', 'and', 'she', 'stumbles', 'headfirst', 'back', 'into', 'social', 'life', 'and', 'relationships', 'only', 'to', 'find', 'that', 'the', 'entire', 'landscape', 'has', 'changed!', '(source:', 'media', 'blasters)']"
2402,995,Tennis no Oujisama: Zenkoku Taikai-hen,"['7.89', 'Sports', 'freshman', 'tennis', 'prodigy', 'ryouma', 'echizen', 'and', 'the', 'seishun', 'academy', ""boys'"", 'tennis', 'team', 'have', 'finally', 'reached', 'the', 'national', 'tournament,', 'eager', 'to', 'fight', 'for', 'the', 'championship', 'title', 'and', 'claim', 'it', 'as', 'their', 'own.', ""seishun's"", 'first', 'match', 'is', 'against', 'higa', 'middle', 'school,', 'the', 'okinawa-based', 'team', 'labeled', 'as', 'the', '""dark', 'horse""', 'of', 'the', 'tournament.', 'after', 'watching', 'higa', 'defeat', 'their', 'first', 'round', 'of', 'opponents', 'using', 'dirty', 'tactics,', 'the', 'seishun', 'team', 'is', 'determined', 'to', 'show', 'them', 'the', 'value', 'of', 'a', 'fair,', 'hard-earned', 'victory.', 'awaiting', 'the', 'winners', 'of', 'the', 'matchup', 'in', 'the', 'quarterfinals', 'is', 'one', 'of', ""seishun's"", 'old', 'rivals:', 'hyoutei', 'academy,', 'who', 'are', 'determined', 'to', 'restore', 'their', 'pride', 'after', 'the', 'events', 'at', 'the', 'kanto', 'regionals.', 'hyoutei', 'seeks', 'to', 'prove', 'to', 'everyone', 'that', 'they', 'deserve', 'to', 'be', 'at', 'the', 'nationals', 'despite', 'only', 'qualifying', 'through', 'a', 'special', 'invitation.', 'tennis', 'no', 'oujisama:', 'zenkoku', 'taikai-hen', 'covers', 'the', 'beginning', 'of', 'the', 'long-awaited', 'national', 'tournament', 'as', 'ryouma', 'and', 'the', 'seishun', 'team', 'meet', 'foes', 'of', 'past', 'and', 'present,', 'each', 'with', 'their', 'own', 'unique', 'ideals', 'on', 'how', 'tennis', 'should', 'be', 'played!', '[written', 'by', 'mal', 'rewrite]']"
2403,6904,Hellsing: Digest for Freaks,"['7.6', 'Action', 'Horror', 'Supernatural', 'AdultCast', 'Gore', 'Military', 'SuperPower', 'Vampire', 'this', 'ova', 'is', 'a', 'summary', 'of', 'the', 'first', 'three', 'episodes', 'of', 'hellsing,', 'with', 'the', 'animation', 'style', 'of', 'hellsing', 'ultimate', 'and', 'following', 'the', 'events', 'of', 'the', 'hellsing', 'manga.']"
2404,576,Magikano,"['6.34', 'Comedy', 'Fantasy', 'Romance', 'Harem', 'ayumi', 'mamiya', 'is', 'a', 'witch', 'cursed', 'to', 'lose', 'her', 'powers', 'and', 'only', 'one', 'boy', 'can', 'break', 'the', 'spell.', 'haruo', 'yoshikawa', 'thinks', 'he', 'is', 'a', 'normal', 'boy', 'but', 'unknown', 'to', 'him', 'his', 'three', 'sisters', 'have', 'magical', 'powers', 'and', 'keep', 'him', 'protected', 'and', 'ignorant', 'about', 'the', 'existence', 'of', 'magic.', 'now', 'ayumi', 'must', 'wake', 'up', ""haruo's"", 'latent', 'powers', 'to', 'save', 'herself', 'but', 'his', 'sisters', 'will', 'have', 'none', 'of', 'that.', '(source:', 'ann)']"
2405,1066,Shakugan no Shana-tan,"['7.06', 'Comedy', 'Parody', 'shana-tan', 'specials', 'bundled', 'with', 'the', 'first', 'and', 'fifth', 'volume', 'pre-orders', 'of', 'the', 'shakugan', 'no', 'shana', 'dvd,', 'the', 'limited', 'edition', 'shakugan', 'no', 'shana', 'guide', 'book,', 'and', 'the', 'limited', 'edition', 'shakugan', 'no', 'shana', 'movie', 'preview', 'dvd', 'special.', 'episodes', '#1:', 'shakugan', 'no', 'shana-tan', '#2:', 'shakugan', 'no', 'shana-tan', 'returns', '#3:', 'itadaki', 'no', 'hecate-tan', '#4:', 'banjou', 'no', 'carmel-san']"
2406,933,Dai Mahou Touge,"['6.95', 'Comedy', 'Fantasy', 'GagHumor', 'MahouShoujo', 'School', 'punie', 'is', 'next', 'in', 'line', 'to', 'become', 'queen', 'of', 'magical', 'land.', 'however,', 'she', 'must', 'spend', 'a', 'year', 'on', 'earth', 'before', 'she', 'can', 'inherit', 'the', 'throne,', 'so', 'she', 'transfers', 'into', 'a', 'school', 'in', 'japan.', ""she's"", 'usually', 'a', 'sweet', 'and', 'gentle', 'girl...', 'that', 'is', 'unless', 'someone', 'does', 'something', 'to', 'displease', 'her,', 'then', ""she'll"", 'drop', 'the', 'act.', 'she', ""won't"", 'hesitate', 'to', 'whip', 'out', 'her', 'magic', 'stick', 'and', 'cheerfully', 'rain', 'bloody', 'destruction', 'down', 'on', 'the', 'hapless', 'fool,', 'or', 'barring', 'that,', 'simply', 'use', 'wrestling', 'moves', 'she', 'calls', '""submission""', 'to', 'punish', 'them.', 'accompanied', 'by', 'her', 'animal', 'mascot', 'paya-tan,', 'who', 'makes', 'regular', 'attempts', 'on', 'her', 'life', '(still', 'bitter', 'about', 'being', 'defeated', 'and', 'then', 'forcibly', 'recruited', 'from', 'waku', 'waku', 'mascot', 'village),', 'and', 'forced', 'to', 'fend', 'off', 'random', 'attacks', 'by', 'various', 'people', 'from', 'her', 'kingdom', 'who', 'all', 'have', 'different', 'reasons', 'for', 'wanting', 'her', 'dead,', 'she', 'must', 'complete', 'this', 'year', 'of', 'training', 'on', 'earth', 'without', 'fail.']"
2407,837,Kyou no 5 no 2,"['7.2', 'Comedy', 'Ecchi', 'School', 'kyou', 'no', 'go', 'no', 'ni', 'revolves', 'around', 'sato', 'ryota,', 'a', '5th', 'grader', 'in', 'an', 'elementary', 'school.', 'he', 'is', 'a', 'bright', 'and', 'active', 'boy', 'but', 'always', 'manages', 'to', 'get', 'in', 'to', 'a', 'bit', 'of', 'ecchi', 'trouble', 'with', 'his', 'female', 'classmates.']"
2408,2448,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,"['7.99', 'Action', 'Sci-Fi', 'AdultCast', 'Mecha', 'compilation', 'movie', 'of', 'the', '""individual', 'eleven""', 'story', 'from', 'ghost', 'in', 'the', 'shell:', 'sac', '2nd', 'gig', 'series.', '(source:', 'anidb)']"
2409,590,Kage kara Mamoru!,"['6.61', 'Comedy', 'Romance', 'kagemori', 'mamoru', 'is', 'a', 'dowdy', 'boy', 'whose', 'hair', 'is', 'disheveled', 'and', 'who', 'wears', 'thick', 'glasses,', 'but', 'he', 'is', 'actually', 'the', 'son', 'of', 'a', 'ninja', 'family.', 'they', 'have', 'protected', 'their', 'neighbors,', 'the', 'konnyaku', 'family,', 'secretly', 'for', '400', 'years.', 'mamoru', 'has', 'personally', 'protected', 'their', 'daughter,', 'konnyaku', 'yuuna,', 'since', 'they', 'were', 'in', 'kindergarten.', 'when', 'yuuna', 'is', 'in', 'trouble,', 'mamoru', 'puts', 'on', 'ninja', 'suit', 'and', 'turns', 'into', 'a', 'competent', 'ninja', 'to', 'help', 'her.']"
2410,853,Ouran Koukou Host Club,"['8.16', 'Comedy', 'Romance', 'Crossdressing', 'ReverseHarem', 'School', 'haruhi', 'fujioka', 'is', 'a', 'studious', 'girl', 'who', 'has', 'recently', 'enrolled', 'at', 'the', 'prestigious', 'ouran', 'academy.', 'one', 'day,', 'while', 'looking', 'for', 'a', 'quiet', 'and', 'peaceful', 'place', 'to', 'study,', 'she', 'stumbles', 'across', 'a', 'seemingly', 'unused', 'music', 'room.', 'upon', 'entering,', 'haruhi', 'is', 'welcomed', 'by', 'the', 'members', 'of', 'the', 'well-known', 'host', 'club:', 'a', 'club', 'in', 'which', 'attractive', 'boys', 'amuse', 'girls', 'from', 'across', 'the', 'entire', 'school.', 'however,', 'when', 'tamaki', 'suou—the', 'founder', 'and', 'president', 'of', 'the', 'club—startles', 'the', 'bright', 'scholarship', 'student,', 'she', 'accidentally', 'breaks', 'an', 'expensive', 'vase.', 'with', 'repayment', 'looking', 'difficult', 'for', 'haruhi,', 'the', 'host', 'club', 'members', 'come', 'up', 'with', 'the', 'perfect', 'solution', 'to', 'the', ""girl's"", 'problem:', 'work', 'for', 'the', 'club', 'and', 'ultimately', 'become', 'a', 'host', 'herself!', 'mistaken', 'for', 'a', 'boy', 'by', 'her', 'peers,', 'haruhi', 'has', 'to', 'entertain', 'various', 'female', 'students', 'while', 'coping', 'with', 'her', 'fellow', ""hosts'"", 'extravagant', 'personalities.', '[written', 'by', 'mal', 'rewrite]']"
2411,918,Gintama,"['8.94', 'Action', 'Comedy', 'Sci-Fi', 'GagHumor', 'Historical', 'Parody', 'Samurai', 'edo', 'is', 'a', 'city', 'that', 'was', 'home', 'to', 'the', 'vigor', 'and', 'ambition', 'of', 'samurai', 'across', 'the', 'country.', 'however,', 'following', 'feudal', ""japan's"", 'surrender', 'to', 'powerful', 'aliens', 'known', 'as', 'the', '""amanto,""', 'those', 'aspirations', 'now', 'seem', 'unachievable.', 'with', 'the', 'once-influential', 'shogunate', 'rebuilt', 'as', 'a', 'puppet', 'government,', 'a', 'new', 'law', 'is', 'passed', 'that', 'promptly', 'prohibits', 'all', 'swords', 'in', 'public.', 'enter', 'gintoki', 'sakata,', 'an', 'eccentric', 'silver-haired', 'man', 'who', 'always', 'carries', 'around', 'a', 'wooden', 'sword', 'and', 'maintains', 'his', 'stature', 'as', 'a', 'samurai', 'despite', 'the', 'ban.', 'as', 'the', 'founder', 'of', 'yorozuya,', 'a', 'small', 'business', 'for', 'odd', 'jobs,', 'gintoki', 'often', 'embarks', 'on', 'endeavors', 'to', 'help', 'other', 'people—though', 'usually', 'in', 'rather', 'strange', 'and', 'unforeseen', 'ways.', 'assisted', 'by', 'shinpachi', 'shimura,', 'a', 'boy', 'with', 'glasses', 'supposedly', 'learning', 'the', 'way', 'of', 'the', 'samurai;', 'kagura,', 'a', 'tomboyish', 'girl', 'with', 'superhuman', 'strength', 'and', 'an', 'endless', 'appetite;', 'and', 'sadaharu,', 'their', 'giant', 'pet', 'dog', 'who', 'loves', 'biting', 'on', ""people's"", 'heads,', 'the', 'yorozuya', 'encounter', 'anything', 'from', 'alien', 'royalty', 'to', 'scuffles', 'with', 'local', 'gangs', 'in', 'the', 'ever-changing', 'world', 'of', 'edo.', '[written', 'by', 'mal', 'rewrite]']"
2412,889,Black Lagoon,"['8.03', 'Action', 'AdultCast', 'OrganizedCrime', 'salaryman', 'rokurou', 'okajima', 'spends', 'his', 'days', 'trying', 'to', 'climb', 'his', ""company's"", 'corporate', 'ladder,', 'until', 'one', 'day', 'when', 'a', 'business', 'negotiation', 'in', 'thailand', 'goes', 'awry.', 'during', 'the', 'botched', 'deal,', 'he', 'falls', 'hostage', 'to', 'the', 'lagoon', 'company—a', 'band', 'of', 'ruthless', 'pirate', 'mercenaries.', 'left', 'to', 'the', 'whims', 'of', 'his', 'captors', 'after', 'his', 'managers', 'refuse', 'to', 'pay', 'his', 'ransom,', 'rokurou', 'does', 'the', 'unthinkable:', 'instead', 'of', 'begging', 'for', 'his', 'life,', 'he', 'joins', 'the', 'very', 'crew', 'who', 'kidnapped', 'him.', 'now', 'a', 'member', 'of', 'the', 'group,', 'rokurou', 'must', 'adjust', 'to', 'his', 'new', 'residence', 'in', 'the', 'dissolute', 'hellscape', 'known', 'as', 'roanapur,', 'a', 'city', 'where', 'corruption', 'and', 'crime', 'run', 'rampant,', 'and', 'even', 'the', 'smallest', 'slipup', 'could', 'cost', 'him', 'his', 'life.', 'if', 'not', 'for', 'one', 'of', 'the', 'many', 'crime', 'syndicates', 'on', 'the', 'island,', 'rokurou', 'also', 'constantly', 'finds', 'himself', 'at', 'odds', 'with', 'his', 'brash,', 'gunslinging', 'colleague,', 'revy.', 'as', 'rokurou', 'struggles', 'to', 'abandon', 'his', 'past—and', 'with', 'more', 'than', 'just', 'the', 'profits', 'from', 'the', 'lagoon', ""company's"", 'illegal', 'trading', 'on', 'the', 'line—he', 'must', 'quickly', 'find', 'the', 'resolve', 'to', 'make', 'tough', 'decisions', 'in', 'high-stress', 'situations', 'while', 'keeping', 'his', 'humanity', 'intact.', '[written', 'by', 'mal', 'rewrite]']"
